observation_id,event_id,package_id,location_id,observation_datetime,taxon_id,variable_name,value,unit
597a543b-4a1b-4f81-93dd-90dcf767400a,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,TURSP,density,24,count per square meter
da1142e4-585d-4150-acbb-5141f377d2c9,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,MICSP6,density,10000,count per square meter
fdf3b2a3-e412-4f85-a0ab-2337832b8a8b,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PLESP3,density,166.66666666666666,count per square meter
8e98081b-496f-4d46-8de4-df10e44c5899,ARIK.20140714.CORER.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,CULSP,density,666.6666666666666,count per square meter
fc8486ab-fb4f-48ce-93fc-a56c43ee577a,ARIK.20140714.CORER.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,NEMSP,density,2666.6666666666665,count per square meter
88a376f8-f983-4866-8718-ba21358316da,ARIK.20140714.CORER.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,NEMSP,density,666.6666666666666,count per square meter
dc659c0a-139c-4dcb-a14b-50ac4bd07ed7,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,HYDSP21,density,333.3333333333333,count per square meter
5f313483-c8e4-4115-8abe-1a0611b431f6,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,BAESP,density,166.66666666666666,count per square meter
13185dd9-39c8-4581-b4c3-28a6578d1afd,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,SPHSP11,density,166.66666666666666,count per square meter
fe95fba0-23b2-4ea8-8452-7c630d7b74c2,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PROSP23,density,3333.3333333333335,count per square meter
1389f448-fb8c-4347-8e77-6e75ad88aa9f,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,NAISP,density,3333.3333333333335,count per square meter
f7e0bdc5-6780-41a0-b10a-79b96296c9e8,ARIK.20140714.CORER.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,HYDSP28,density,2000,count per square meter
7f2d1b76-12be-4dab-a33a-387398729cc5,ARIK.20140714.CORER.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,SCISP1,density,666.6666666666666,count per square meter
edc77adc-00a4-4bfe-8dcf-001511cd6a08,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,NAISP1,density,46000,count per square meter
b4b511f3-aeb8-4606-872e-e03cac3aa2da,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,CERSP18,density,166.66666666666666,count per square meter
5a2f5fc0-f5bf-4461-a905-4c5f0d395165,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,HYDSP21,density,166.66666666666666,count per square meter
76157fc2-b45e-41eb-92f7-18e9548f3a00,ARIK.20140714.KICKNET.4,NA,ARIK.AOS.reach,2014-07-14T17:51Z,BAESP,density,20,count per square meter
517c2e4d-d17c-4b8d-96a9-69a30c05574e,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PSESP19,density,3333.3333333333335,count per square meter
22b036df-0bf3-4e68-b3e9-e9e9de2aabb5,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PARSP34,density,3333.3333333333335,count per square meter
d2800d21-059a-4ebc-a453-40a0b50b0d12,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,TURSP,density,12,count per square meter
0819725f-b872-4368-af0d-6e8f84c38203,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,VELSP,density,500,count per square meter
9d5729e7-715b-4b0d-9ec9-81726e60950c,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,HELSTA,density,8,count per square meter
6271927f-7102-49d1-b0ad-84ad07daf9de,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,ODOSP6,density,4,count per square meter
cc3348b1-b335-4d5b-86e3-b3229f472190,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,GLOCOM,density,666.6666666666666,count per square meter
ea7d19ae-f0aa-49e4-8108-220292d71c63,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,HELSP4,density,1333.3333333333333,count per square meter
9a9dff95-748c-4539-9327-2a285c957e50,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,VELSP,density,44,count per square meter
61ac838c-fe2e-4330-9899-f7ad9891e2a5,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PROSP2,density,4,count per square meter
595bca09-9e37-4bfc-b4be-7881690db78e,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,HYDSP28,density,68,count per square meter
ce82b6a8-d6aa-47d5-8253-b83c3c0686bf,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,SPHSTR,density,166.66666666666666,count per square meter
d042e0aa-bb15-4c55-9d8a-d0e213dc169e,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,NEMSP,density,166.66666666666666,count per square meter
851c1102-a37c-4af1-bc9e-d7c2d5ce0824,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,SYNSP6,density,166.66666666666666,count per square meter
2a27f44f-529e-4c30-8a7b-1a6953a880f3,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PHYSP7,density,4,count per square meter
5c85da93-0a51-4577-9b8c-5444fbd191e5,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,CHISP8,density,10000,count per square meter
cb07080c-b369-48d1-a294-f4662ee8f9a6,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,SMISP,density,166.66666666666666,count per square meter
69a25637-6ecb-4fe4-9632-c9d30b700c0a,ARIK.20140714.CORER.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,CAEYOU,density,666.6666666666666,count per square meter
5a461283-fb8f-4c0d-b34b-8e06555fd064,ARIK.20140714.CORER.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PISSP2,density,2000,count per square meter
7a657850-c162-481a-97ef-073f667d529b,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,LUMSP6,density,3333.3333333333335,count per square meter
90dc34d9-86a8-4b01-b8d8-895f4ba06ec7,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,BAESP,density,666.6666666666666,count per square meter
73308169-6294-4b3c-9aba-c12b13939640,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PLESP3,density,166.66666666666666,count per square meter
7af6ecb2-73be-40af-a233-e6871067fa17,ARIK.20140714.KICKNET.4,NA,ARIK.AOS.reach,2014-07-14T17:51Z,BAESP,density,4,count per square meter
24f94331-866c-41c1-818b-b088657b5f6c,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,HELSP19,density,32,count per square meter
ca09d595-2fc3-4c0f-aae7-e7f4120223d9,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,NEMSP,density,666.6666666666666,count per square meter
d0f7e42c-2796-42a1-ae52-e528b7b0d3a5,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,LUMSP6,density,72,count per square meter
20911bca-81b9-4fbe-b7f3-28aa10eb73cf,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,CAEYOU,density,166.66666666666666,count per square meter
9c92da07-7c12-4fc2-bc0c-fefcb05893cf,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,COESP6,density,166.66666666666666,count per square meter
999fda6a-9027-4099-b6ff-8dfeb9205bf4,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PLESP3,density,166.66666666666666,count per square meter
e57aeea2-7b2b-4111-8e1e-7707717fb87e,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,HELSP19,density,24,count per square meter
612ffa00-9c7c-4568-bc00-a03d84c5be07,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,DICSP7,density,3333.3333333333335,count per square meter
915bf60e-3ebd-45cd-890a-107b2947bb8a,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,COESP,density,333.3333333333333,count per square meter
464fe35d-cc8b-411f-928c-90ef57ee3411,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PARSP34,density,3333.3333333333335,count per square meter
c706be5f-e2a0-4d6c-bec3-241f8a7f80b2,ARIK.20140714.CORER.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PROSP2,density,6666.666666666667,count per square meter
01c24faf-941d-470d-8113-02ae4dcd1342,ARIK.20140714.CORER.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PHYSP7,density,666.6666666666666,count per square meter
ed6e5b7f-5479-4062-87ee-712176ed8e19,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PARSP34,density,3333.3333333333335,count per square meter
5749d4a3-ffff-434d-ad6e-d73ff4e8479b,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,HELSTA,density,4,count per square meter
12b7a397-aa97-406f-bbc1-f1fbfd1963f5,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,CAESP5,density,166.66666666666666,count per square meter
b620a191-9562-4df7-9a3c-4fb3989a0536,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,LARSP,density,3333.3333333333335,count per square meter
318cb2ae-ace1-4d53-bbf7-1dd9760f4b3a,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PARSP19,density,3333.3333333333335,count per square meter
e2c09f65-d36d-4e19-a7a4-164020c9f50b,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,HYDSP55,density,20,count per square meter
6aa633c1-0835-4608-a58c-675597aba898,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,TURSP,density,8,count per square meter
f250108f-dbd0-47dd-931d-0706d9a4798d,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,HELSTA,density,32,count per square meter
7c704323-473e-4bd7-af5d-8305134f2774,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,NEOUND,density,4,count per square meter
acb99c1b-7b9e-4712-b74d-ea978bd7cc0c,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,DESSP3,density,4,count per square meter
f9d5d6e1-4950-4d4f-a188-1ec0ae048213,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,SPHSP11,density,166.66666666666666,count per square meter
31ce073f-eef4-49a1-9fde-5a42bd068df1,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PLESP3,density,166.66666666666666,count per square meter
bd284d2d-f548-408c-bf06-2c3e37d0fcca,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PROSP2,density,1666.6666666666667,count per square meter
44d5f90f-ca97-4069-82bb-e1e56c41bb27,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,SPHSP11,density,166.66666666666666,count per square meter
293c317f-7d85-466b-ac52-389dc7d8d0f3,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,HELSP4,density,1333.3333333333333,count per square meter
a4e1b26e-0a2f-4b74-b6ab-66559b3f2280,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,DESSP3,density,20,count per square meter
5be48d95-cafc-47bb-8c5b-fd48d0480dc4,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,DESSP3,density,4,count per square meter
3f3d12ec-2506-46c5-a163-48094b20b683,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,LUMSP6,density,72,count per square meter
5893549a-b0e6-46b4-ae57-338a7ef7d7ee,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,LUMSP6,density,184,count per square meter
355a60bc-afd0-4154-a692-35059c8522a9,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,SPHSTR,density,666.6666666666666,count per square meter
905e2acf-fb24-44c2-9834-f37ef64002dd,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,CALFLU,density,166.66666666666666,count per square meter
77cb66dd-b0f8-4782-b3c6-d19f4bb809c3,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,NAISP,density,10000,count per square meter
994904ad-4b5a-4640-ae13-6cd73d7832dc,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,HYDSP28,density,8,count per square meter
d79f1e75-d30c-4406-ac5a-ba2d73ed77fc,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,TANSP11,density,3333.3333333333335,count per square meter
d2c43b4c-986a-41ef-b150-bf21d6ffdc4d,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,LUMSP6,density,36,count per square meter
d2182265-4ebf-47af-9698-77cb66da08cf,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,MESSP4,density,500,count per square meter
40524759-5dff-42f6-9209-db94b83a8220,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,BELSP,density,166.66666666666666,count per square meter
336ff2bf-51f0-49b8-bfdc-5e8182917256,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,LUMSP6,density,3333.3333333333335,count per square meter
0c35dae0-259f-4aed-918c-f750ac510a3b,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PHYSP7,density,12,count per square meter
2ef42446-7dfb-4e2c-a177-7947b88c5607,ARIK.20140714.CORER.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,PODAQU,density,666.6666666666666,count per square meter
22e95122-b9d6-4101-a19e-b3e3d7bf0486,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,BAESP,density,166.66666666666666,count per square meter
b7fe130c-c562-4d01-910b-7a0997e91cec,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,NEUSP4,density,166.66666666666666,count per square meter
f4e4b4a0-f798-4e86-89d1-d917de164fd2,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,NEOUND,density,333.3333333333333,count per square meter
4df6291c-250b-4b45-bbc0-be7a261cea77,ARIK.20140714.CORER.1,NA,ARIK.AOS.reach,2014-07-14T17:51Z,CHISP2,density,166.66666666666666,count per square meter
d0ba4178-8b98-4db4-a705-aef2af17b85d,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,HYDSP28,density,4,count per square meter
0f4f83ab-4bfa-43ae-99e5-aa57cebeeba5,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,NEMSP,density,4,count per square meter
25970d2e-307c-4617-941b-8580d7786736,ARIK.20140714.CORER.2,NA,ARIK.AOS.reach,2014-07-14T17:51Z,DICSP7,density,3333.3333333333335,count per square meter
4cf304c2-74d2-4d75-aa21-3fd92b387c44,ARIK.20140714.KICKNET.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,TURSP,density,20,count per square meter
ec910cbf-d409-49cc-abfe-d4c5ebce2166,ARIK.20140714.CORER.3,NA,ARIK.AOS.reach,2014-07-14T17:51Z,NEMSP,density,666.6666666666666,count per square meter
